page,iso,country,region,role,name,meta,ean,code,tags,seller,note,links,product_v23,brand_v23,pack_v23,ean_v23,v23_rows
37,IE,Ireland,Europe,DEXTROSE,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade · 25 kg · monohydrate,4260486775762,,From abroad,,,https://buxtrade.de/products/dextrose-traubenzucker https://www.shop-apotheke.com/ernaehrung/upm47YLPU/buxtrade-dextrose-pulver.htm,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade,25 kg,4260486775762,"{""04_POKRYCIE_PR"": 58, ""20_DEKSTROZA_75"": 14}"
37,IE,Ireland,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://www.odaios-foods.com/tara-gum-140753,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 59, ""23_TARA_75"": 14}"
38,IL,Israel,Middle East & North Africa,MILK,"Tnuva Milk with a Classic Taste 3,8% 1 L",Tnuva · 1 L · 3.8% fat,7290000051352,,,,,https://www.supercompare.co.il/en/product/7290000051352 https://www.tivtaam.co.il/?catalogProduct=17231,"Tnuva Milk with a Classic Taste 3,8% 1 L",Tnuva,1 L,7290000051352,"{""04_POKRYCIE_PR"": 252, ""11_MLEKO_75"": 47}"
38,IL,Israel,Middle East & North Africa,CREAM,Yotvata Whipping Cream 38% 250 ml (שמנת להקצפה 38%),Yotvata / יטבתה · 250 ml · 38% fat,7290104728310,,,,,https://www.shufersal.co.il/online/he/p/P_7290104728310 https://www.primadonaonline.co.il/categories/79722/products?catalogProduct=1318,Yotvata Whipping Cream 38% 250 ml (שמנת להקצפה 38%),Yotvata / יטבתה,250 ml,7290104728310,"{""04_POKRYCIE_PR"": 253, ""14_SMIETANKA_75"": 47}"
38,IL,Israel,Middle East & North Africa,SMP,Spinnrad Magermilchpulver,Spinnrad · 400 g · 0.9% fat,4260175411278,,,,,https://spinnrad.de/magermilchpulver-002230048 https://vicnic.com/products/milk-powder-400-g,Spinnrad Magermilchpulver,Spinnrad,400 g,4260175411278,"{""04_POKRYCIE_PR"": 254, ""17_PROSZEK_75"": 47}"
38,IL,Israel,Middle East & North Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 255}"
38,IL,Israel,Middle East & North Africa,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 256, ""20_DEKSTROZA_75"": 47}"
38,IL,Israel,Middle East & North Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 257, ""23_TARA_75"": 47}"
39,IT,Italy,Europe,MILK,Granarolo Latte Intero UHT,Granarolo · 1 l · 3.6% fat,8002670169607,,,,,https://www.granarolo.it/marchi/linea-granarolo/latte/latte-intero-da-latte-alta-qualita-granarolo-uht https://www.carrefour.it/p/granarolo-latte-intero-uht-a-lunga-conservazione-1-l/8002670169607.html,Granarolo Latte Intero UHT,Granarolo,1 l,8002670169607,"{""04_POKRYCIE_PR"": 120, ""11_MLEKO_75"": 25}"
39,IT,Italy,Europe,CREAM,Meggle Panna non zuccherata da montare e per cucinare UHT 30% 200 ml,Meggle · 200 ml · 30% fat,4034900027405,,,,,https://www.meggle.it/i-prodotti/panna/panna-da-montare https://www.cosicomodo.it/italmark/flero/Panna-e-besciamella/Meggle-Panna-Non-Zuccherata%2A-200-ml/p/4034900027405,Meggle Panna non zuccherata da montare e per cucinare UHT 30% 200 ml,Meggle,200 ml,4034900027405,"{""04_POKRYCIE_PR"": 121, ""14_SMIETANKA_75"": 25}"
39,IT,Italy,Europe,SMP,Latte scremato in polvere istantaneo,Ristora · 300 g tin · 1.2% fat,8004990133030,,,,,https://www.bevandeistantanee.it/products/latte-scremato-in-polvere-ristora https://www.spesasicura.com/product/ristora-latte-scrempolvere-lattgr300-id-23533,Latte scremato in polvere istantaneo,Ristora,puszka 300 g,8004990133030,"{""04_POKRYCIE_PR"": 122, ""17_PROSZEK_75"": 25}"
39,IT,Italy,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 123}"
39,IT,Italy,Europe,DEXTROSE,Destrosio Monoidrato 1kg,Artegustando · 1 kg · monohydrate,8050246530061,,,,,https://artegustando.com/products/destrosio-monoidrato,Destrosio Monoidrato 1kg,Artegustando,1 kg,8050246530061,"{""04_POKRYCIE_PR"": 124, ""20_DEKSTROZA_75"": 25}"
39,IT,Italy,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 125, ""23_TARA_75"": 25}"
40,JP,Japan,Asia–Pacific,MILK,Hokkaido Hidaka 3.6 Long Life Milk 200 ml,Hokkaido Hidaka · 200 ml carton; retailer case 24 cartons · 4.2% fat,4955447100416,,,,,https://store.shopping.yahoo.co.jp/souvenir-chidoriya/4955447100416-cs.html https://www.tajimaya-cc.net/products/36120,Hokkaido Hidaka 3.6 Long Life Milk 200 ml,Hokkaido Hidaka,200 ml carton; retailer case 24 cartons,4955447100416,"{""04_POKRYCIE_PR"": 258, ""11_MLEKO_75"": 48}"
40,JP,Japan,Asia–Pacific,CREAM,Le Gall Crème fleurette entière 30% MG,Le Gall · 250 ml bottle · 30% fat,3252920035502,,,,,https://www.laiterie-legall.fr/fr/creme-fleurette-entiere-30-mg-25cl/ https://www.coursesu.com/p/creme-fraiche-fleurette-30mg-le-gall---25cl/4886201.html,Le Gall Crème fleurette entière 30% MG,Le Gall,250 ml bottle,3252920035502,"{""04_POKRYCIE_PR"": 259, ""14_SMIETANKA_75"": 48}"
40,JP,Japan,Asia–Pacific,SMP,"Bob's Red Mill Milk Powder, Nonfat Dry",Bob's Red Mill / iHerb Japan · 624 g · 0% fat,039978115201,,,,,https://jp.iherb.com/pr/bob-s-red-mill-milk-powder-nonfat-dry-22-oz-624-g/97753 https://www.iherb.com/pr/bob-s-red-mill-milk-powder-nonfat-dry-22-oz-624-g/97753,"Bob's Red Mill Milk Powder, Nonfat Dry",Bob's Red Mill / iHerb Japan,624 g,039978115201,"{""04_POKRYCIE_PR"": 260, ""17_PROSZEK_75"": 48}"
40,JP,Japan,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 261}"
40,JP,Japan,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 262, ""20_DEKSTROZA_75"": 48}"
40,JP,Japan,Asia–Pacific,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 263, ""23_TARA_75"": 48}"
41,KE,Kenya,Sub-Saharan Africa,MILK,Almarai Long Life Milk Full Fat 200 ml,"Almarai · 200 ml UHT carton, individual unit · 3.3% fat",6281007032568,,,,,https://www.almarai.com/en/brands/almarai/liquid-dairy/long-life-milk/long-life-milk-full-fat https://www.facebook.com/savinghomenairobi/posts/saving-home-nairobi-kenya-branch-almarai-full-fat-milk-pure-goodness-pure-you-st/122236476026179029/,Almarai Long Life Milk Full Fat 200 ml,Almarai,"200 ml UHT carton, individual unit",6281007032568,"{""04_POKRYCIE_PR"": 270, ""11_MLEKO_75"": 50}"
41,KE,Kenya,Sub-Saharan Africa,CREAM,Emborg Natural Whipping Cream UHT 35%,Emborg · 200 ml · 35.1% fat,5701215046375,,,,,https://artcaffemarket.co.ke/products/emborg-whipping-cream-fat-uht-35-200ml https://www.emborg.com/product/whipping-cream/,Emborg Natural Whipping Cream UHT 35%,Emborg,200 ml,5701215046375,"{""04_POKRYCIE_PR"": 271, ""14_SMIETANKA_75"": 50}"
41,KE,Kenya,Sub-Saharan Africa,SMP,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food · 12 oz (340 g) bag · 0% fat,733739058324,,From abroad,,,https://ke.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134 https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,"{""04_POKRYCIE_PR"": 272, ""17_PROSZEK_75"": 50}"
41,KE,Kenya,Sub-Saharan Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 273}"
41,KE,Kenya,Sub-Saharan Africa,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 274, ""20_DEKSTROZA_75"": 50}"
41,KE,Kenya,Sub-Saharan Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 275, ""23_TARA_75"": 50}"
42,KW,Kuwait,Middle East & North Africa,MILK,Fresh Milk Full Fat 1L,Almarai · 1 L bottle · 3.2% fat,6281007040235,,,,,https://www.almarai.com/en/brands/almarai/liquid-dairy/fresh-milk/fresh-milk-full-fat https://mohideensupermarket.com/product/almarai-milk-full-fat-3-1-ltr/,Fresh Milk Full Fat 1L,Almarai,1 L butelka,6281007040235,"{""04_POKRYCIE_PR"": 294, ""11_MLEKO_75"": 54}"
42,KW,Kuwait,Middle East & North Africa,CREAM,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton · 20 cl · 30% fat,3412290032215,,,,,https://casinetto.com/products/cooking-and-whipping-cream-30/ https://gcc.luluhypermarket.com/en-kw/paysan-breton-whipping-cooking-cream-200-ml/p/423673,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton,20 cl,3412290032215,"{""04_POKRYCIE_PR"": 295, ""14_SMIETANKA_75"": 54}"
42,KW,Kuwait,Middle East & North Africa,SMP,Régilait 0% Fat Instant Skimmed Milk Powder,Régilait / LuLu Hypermarket Kuwait · 300 g · 0.8% fat,,LuLu 405103,,,,https://gcc.luluhypermarket.com/en-kw/regilait-0-fat-instant-skimmed-milk-powder-300-g/p/405103 https://regilait.com/en/products/powdered-milks/instant-skimmed-milk-powder-0-fat,Régilait 0% Fat Instant Skimmed Milk Powder,Régilait / LuLu Hypermarket Kuwait,300 g,,"{""04_POKRYCIE_PR"": 296, ""17_PROSZEK_75"": 54}"
42,KW,Kuwait,Middle East & North Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 297}"
42,KW,Kuwait,Middle East & North Africa,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 298, ""20_DEKSTROZA_75"": 54}"
42,KW,Kuwait,Middle East & North Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 299, ""23_TARA_75"": 54}"
43,LV,Latvia,Europe,MILK,"Piens MŪ 3,5% tauku 1 l",MŪ · 1 L UHT carton · 3.5% fat,4770265041259,,,,,https://oliver24.lv/piens/4134-piens-mu-35-tauku-1-l-4770265041259.html https://barbora.lt/produktai/uat-pienas-mu-3-5-proc-rieb-1-l,"Piens MŪ 3,5% tauku 1 l",MŪ,1 l karton UAT/UHT,4770265041259,"{""04_POKRYCIE_PR"": 312, ""11_MLEKO_75"": 57}"
43,LV,Latvia,Europe,CREAM,Meadow Star UHT whipping cream 30%,Meadow Star · 500 ml carton · 30% fat,5901432003261,,,,,https://epromo.lv/en/product/dairy-products-and-eggs/sour-cream-cream/cream/sweet-cream-meadow-star-30-0.5-l-uht/x433344 https://www.rimi.lv/e-veikals/en/products/dairy-and-eggs/cream/whipping-cream/saldais-krejums-meadow-star-uht-30-500ml/p/4004128,Meadow Star UHT whipping cream 30%,Meadow Star,500 ml carton,5901432003261,"{""04_POKRYCIE_PR"": 313, ""14_SMIETANKA_75"": 57}"
43,LV,Latvia,Europe,SMP,Spinnrad Magermilchpulver,Spinnrad · 400 g · 0.9% fat,4260175411278,,,,,https://spinnrad.de/magermilchpulver-002230048 https://vicnic.com/products/milk-powder-400-g,Spinnrad Magermilchpulver,Spinnrad,400 g,4260175411278,"{""04_POKRYCIE_PR"": 314, ""17_PROSZEK_75"": 57}"
43,LV,Latvia,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 315}"
43,LV,Latvia,Europe,DEXTROSE,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade · 25 kg · monohydrate,4260486775762,,From abroad,,,https://buxtrade.de/products/dextrose-traubenzucker https://www.shop-apotheke.com/ernaehrung/upm47YLPU/buxtrade-dextrose-pulver.htm,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade,25 kg,4260486775762,"{""04_POKRYCIE_PR"": 316, ""20_DEKSTROZA_75"": 57}"
43,LV,Latvia,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 317, ""23_TARA_75"": 57}"
44,LT,Lithuania,Europe,MILK,"Pienas MŪ UAT 3,5% rieb. 1 l",MŪ · 1 L UHT carton · 3.5% fat,4770265041259,,,,,https://barbora.lt/produktai/uat-pienas-mu-3-5-proc-rieb-1-l https://www.rimi.lt/e-parduotuve/en/products/dairy-products-and-eggs/milk/uht-milk/pienas-mu-uat-3-5-rieb-1-l/p/249003,"Pienas MŪ UAT 3,5% rieb. 1 l",MŪ,1 l karton UAT/UHT,4770265041259,"{""04_POKRYCIE_PR"": 300, ""11_MLEKO_75"": 55}"
44,LT,Lithuania,Europe,CREAM,Meadow Star UHT whipping cream 30%,Meadow Star · 500 ml carton · 30% fat,5901432003261,,,,,https://www.rimi.lt/e-parduotuve/en/products/dairy-products-and-eggs/sour-and-sweet-cream-/cream/grietinele-meadow-star-uat-30-500-ml/p/4004128 https://epromo.lv/en/product/dairy-products-and-eggs/sour-cream-cream/cream/sweet-cream-meadow-star-30-0.5-l-uht/x433344,Meadow Star UHT whipping cream 30%,Meadow Star,500 ml carton,5901432003261,"{""04_POKRYCIE_PR"": 301, ""14_SMIETANKA_75"": 55}"
44,LT,Lithuania,Europe,SMP,Lieso pieno milteliai,UAB Rilis / Yerbamate.lt · 1000 g · 1% fat,,aone.lt 23348,,,,https://aone.lt/produktas/lieso-pieno-milteliai-1000g/ https://yerbamate.lt/produktas/lieso-pieno-milteliai-1000g/,Lieso pieno milteliai,UAB Rilis / Yerbamate.lt,1000 g,,"{""04_POKRYCIE_PR"": 302, ""17_PROSZEK_75"": 55}"
44,LT,Lithuania,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 303}"
44,LT,Lithuania,Europe,DEXTROSE,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade · 25 kg · monohydrate,4260486775762,,From abroad,,,https://buxtrade.de/products/dextrose-traubenzucker https://www.shop-apotheke.com/ernaehrung/upm47YLPU/buxtrade-dextrose-pulver.htm,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade,25 kg,4260486775762,"{""04_POKRYCIE_PR"": 304, ""20_DEKSTROZA_75"": 55}"
44,LT,Lithuania,Europe,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 305, ""23_TARA_75"": 55}"
45,LU,Luxembourg,Europe,MILK,"Luxlait UHT Whole Milk 3,5% 1 L",Luxlait · 1 L · 3.5% fat,5450168511507,,,,,https://www.luxlait.lu/en/product/uht-milk/pro,"Luxlait UHT Whole Milk 3,5% 1 L",Luxlait,1 L,5450168511507,"{""04_POKRYCIE_PR"": 306, ""11_MLEKO_75"": 56}"
45,LU,Luxembourg,Europe,CREAM,Luxlait Crème UHT L’entière 30% 200 ml,Luxlait · 200 ml · 30% fat,5450168531871,,,,,https://www.luxlait.lu/de/produkt/uht-schlagsahne/pro https://auchan.lu/munsbach/cremes-liquides/98802910-creme-fluide-entiere-30mg-20cl-3629716.html,Luxlait Crème UHT L’entière 30% 200 ml,Luxlait,200 ml,5450168531871,"{""04_POKRYCIE_PR"": 307, ""14_SMIETANKA_75"": 56}"
45,LU,Luxembourg,Europe,SMP,Lait en poudre écrémé,Auchan · 300 g · 0.8% fat,3254560079519,,,,,https://auchan.lu/lait-concentre-en-poudre/6749-lait-en-poudre-ecreme-300g-189847.html https://www.auchan.fr/auchan-lait-en-poudre-ecreme-origine-france/pr-C1260223,Lait en poudre écrémé,Auchan,300 g,3254560079519,"{""04_POKRYCIE_PR"": 308, ""17_PROSZEK_75"": 56}"
45,LU,Luxembourg,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 309}"
45,LU,Luxembourg,Europe,DEXTROSE,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade · 25 kg · monohydrate,4260486775762,,From abroad,,,https://buxtrade.de/products/dextrose-traubenzucker https://www.shop-apotheke.com/ernaehrung/upm47YLPU/buxtrade-dextrose-pulver.htm,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade,25 kg,4260486775762,"{""04_POKRYCIE_PR"": 310, ""20_DEKSTROZA_75"": 56}"
45,LU,Luxembourg,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 311, ""23_TARA_75"": 56}"
46,MY,Malaysia,Asia–Pacific,MILK,"Emborg UHT Full Cream Milk 3,5% 1 L",Emborg · 1 L · 3.5% fat,5701215046832,,,,,https://bics.n.my/m/index.php?cat=Emborg&products_id=5362960&subcat=Milk&ws=showproducts https://www.emborg.com/product/full-cream-milk/,"Emborg UHT Full Cream Milk 3,5% 1 L",Emborg,1 L,5701215046832,"{""04_POKRYCIE_PR"": 318, ""11_MLEKO_75"": 58}"
46,MY,Malaysia,Asia–Pacific,CREAM,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg · 200 ml · 35.1% fat,5701215046375,,,,,https://www.emborg.com/product/whipping-cream/ https://myaeon2go.com/product/5537/whipping-cream-uht,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,"{""04_POKRYCIE_PR"": 319, ""14_SMIETANKA_75"": 58}"
46,MY,Malaysia,Asia–Pacific,SMP,ANGLOMAC Skim Milk Powder,ANGLOMAC / Lotus's Malaysia · 1 kg · 0.8% fat,,74780093,,,,https://www.lotuss.com.my/ms/p/anglomac-skim-milk-powder-1kg-74780093,ANGLOMAC Skim Milk Powder,ANGLOMAC / Lotus's Malaysia,1 kg,,"{""04_POKRYCIE_PR"": 320, ""17_PROSZEK_75"": 58}"
46,MY,Malaysia,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 321}"
46,MY,Malaysia,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 322, ""20_DEKSTROZA_75"": 58}"
46,MY,Malaysia,Asia–Pacific,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 323, ""23_TARA_75"": 58}"
47,MT,Malta,Europe,MILK,"Benna Fresh Whole Milk 3,5% 1 L",Benna · 1 L · 3.5% fat,5350066100042,,,,,https://www.benna.com.mt/products/whole-milk/ https://www.greens.com.mt/productdetails?loc=MH&pid=5350066100042,"Benna Fresh Whole Milk 3,5% 1 L",Benna,1 L,5350066100042,"{""04_POKRYCIE_PR"": 324, ""11_MLEKO_75"": 59}"
47,MT,Malta,Europe,CREAM,Président Crème UHT semi-épaisse entière 30% MG 2×25cl,Président · 2 × 250 ml · 30% fat,3155250367896,,,,,https://www.greens.com.mt/productdetails?pid=3155250367896 https://www.auchan.fr/president-creme-semi-epaisse-entiere-gastronomique-30-mg-uht/pr-C1174614,Président Crème UHT semi-épaisse entière 30% MG 2×25cl,Président,2 × 250 ml,3155250367896,"{""04_POKRYCIE_PR"": 325, ""14_SMIETANKA_75"": 59}"
47,MT,Malta,Europe,SMP,Skimmed Milk Powder,Régilait · 300 g tin · 0.8% fat,3043939531112,,,,,https://savemart.com.mt/product/89655/popup https://www.greens.com.mt/productdetails?pid=3043939531112,Skimmed Milk Powder,Régilait,puszka 300 g,3043939531112,"{""04_POKRYCIE_PR"": 326, ""17_PROSZEK_75"": 59}"
47,MT,Malta,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 327}"
47,MT,Malta,Europe,DEXTROSE,Destrosio Monoidrato 1kg,Artegustando · 1 kg · monohydrate,8050246530061,,From abroad,,,https://artegustando.com/products/destrosio-monoidrato,Destrosio Monoidrato 1kg,Artegustando,1 kg,8050246530061,"{""04_POKRYCIE_PR"": 328, ""20_DEKSTROZA_75"": 59}"
47,MT,Malta,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 329, ""23_TARA_75"": 59}"
48,MX,Mexico,Americas,MILK,"Alpura Clásica Leche Entera UHT 3,4% 1 L",Alpura · 1 L · 3.4% fat,7501055900039,,,,,https://www.basicos.mx/leche-alpura-clasica-1-lts https://alpura.com/productos/leche-clasica/,"Alpura Clásica Leche Entera UHT 3,4% 1 L",Alpura,1 L,7501055900039,"{""04_POKRYCIE_PR"": 336, ""11_MLEKO_75"": 61}"
48,MX,Mexico,Americas,CREAM,Lyncott Crema para Batir 500 ml,Lyncott · 500 ml · 31.3% fat,7501092101031,,,,,https://lyncott.mx/producto/crema-para-batir/ https://www.cucopanaderos.com.mx/tienda/cremas-/389-crema-p-batir-lyncott-20x500grs-5-0.html,Lyncott Crema para Batir 500 ml,Lyncott,500 ml,7501092101031,"{""04_POKRYCIE_PR"": 337, ""14_SMIETANKA_75"": 61}"
