iso2,priority,region,role,grams,pi_ing,pi_in_2541,proposal_key,product,brand,pack,ean,ean_cell,gtin_checksum,rcn_range,gs1_prefix_registry,v7_status,source_domain,source_class_heuristic,source_url
OM,★★★★,GCC,MILK,672,PI-ING-000236,YES,MILK-GTIN-6073000051499,Mazoon UHT Full Fat Milk 1 L,Mazoon,1 L,6073000051499,TEXT,OK,NO,unmapped,KANDYDAT_PR,mazoondairy.om,DIRECT_SITE_UNCLASSIFIED,"https://www.mazoondairy.om/product/uht-full-fat-milk/
https://youshopom.com/en/products/%D9%85%D8%B2%D9%88%D9%86-%D8%AD%D9%84%D9%8A%D8%A8-%D8%B7%D9%88%D9%8A%D9%84-%D8%A7%D9%84%D8%A3%D8%AC%D9%84-%D9%83%D8%A7%D9%85%D9%84-%D8%A7%D9%84%D8%AF%D8%B3%D9%85-1-%D9%84%D8%AA%D8%B1
https://gcc.luluhypermarket.com/en-om/mazoon-full-fat-long-life-milk-1litre/p/1703891-ea"
OM,★★★★,GCC,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5700426230177,Puck Whipping Cream UHT,Puck,200 ml,5700426230177,TEXT,OK,NO,DK,KANDYDAT_PR,puckarabia.com,DIRECT_SITE_UNCLASSIFIED,"https://www.puckarabia.com/en/products/whipping-cream/
https://www.sharjahcoop.ae/en/puck-whipping-cream-200ml/p/5700426230177
https://gcc.luluhypermarket.com/en-om/puck-whipping-cream-200-ml/p/211342"
OM,★★★★,GCC,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,om.iherb.com,DIRECT_SITE_UNCLASSIFIED,"https://om.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://www.iherb.com/shipping/om"
OM,★★★★,GCC,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
OM,★★★★,GCC,DEXTROSE,30,PI-ING-000494,YES,DEX-OM-PRODUCT,Dextrose Monohydrate 1kg,Louis François,1 kg; case 12,,,,,,WYMAGA_GTIN,chefmiddleeast.com,DIRECT_SITE_UNCLASSIFIED,"https://www.chefmiddleeast.com/products/18224/
https://www.chefmiddleeast.com/cme-products/pastry/technical-ingredients/sugar-and-derivatives/
https://louisfrancois.com/produit/dextrose/
https://www.chefgourmet.ch/ftp/pgiArticle/LF4550B/LF4550B_Dextrose_5kg_FT_CG_EN_20240108.pdf
https://www.meilleurduchef.com/fr/achat/patisserie/ingredients/sucre-edulcorant/lfr-dextrose.html"
OM,★★★★,GCC,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Modernist Pantry Pure Tara Gum Powder,Modernist Pantry,50 g,819543011967,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,desertcart.com.om,DIRECT_SITE_UNCLASSIFIED,"https://www.desertcart.com.om/products/170075471-pure-tara-gum-powder-non-gmo-gluten-free-vegan-ou
https://modernistpantry.com/products/tara-gum.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/90x90/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1"
PK,★★★★,SOUTH_ASIA,MILK,672,PI-ING-000236,YES,MILK-GTIN-8961008219561,Nestlé Milkpak Full Cream UHT Milk 1000ml,Nestlé Milkpak,"1 L, karton UHT, 4 porcje po250ml",8961008219561,TEXT,OK,NO,PK,KANDYDAT_PR,foodpanda.pk,DIRECT_SITE_UNCLASSIFIED,"https://www.foodpanda.pk/groceries/product/B55L20/nestle-milkpak-full-cream-uht-milk-1000ml
https://foodpanda.dhmedia.io/image/darkstores/nv-global-catalog/pk/d099bcab-eb07-44ee-b205-95f928b00681.png?height=1500
https://zainabfamilymart.com/product/nestle-milk-pak-full-cream-milk-1-liter/
https://www.nestle.pk/brands/dairy/nestle-milkpak"
PK,★★★★,SOUTH_ASIA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3155253004699,Président Whipping Cream UHT 35.1%,Président,200 ml / 20 cl carton,3155253004699,TEXT,OK,NO,FR,KANDYDAT_WARUNKOWY,alfatah.pk,DIRECT_SITE_UNCLASSIFIED,"https://alfatah.pk/products/president-whipping-cream-200ml
https://alfatah.pk/products/president-whipping-cream-200ml.js
https://images.openfoodfacts.org/images/products/315/525/300/4699/nutrition_fr.17.full.jpg
https://world.openfoodfacts.org/product/3155253004699
https://www.auchan.sn/cremerie-fromage/6295-president-creme-liquide-sterilisee-uht-351-mg-20cl-3155253004699.html
https://images.openfoodfacts.org/images/products/315/525/300/4699/5.jpg"
PK,★★★★,SOUTH_ASIA,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,Real Food Organic Non-Fat Dry Milk Powder,NOW Foods,12 oz (340 g),733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,nowfoods.com,DIRECT_SITE_UNCLASSIFIED,"https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://pk.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://www.iherb.com/shipping/pk"
PK,★★★★,SOUTH_ASIA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
PK,★★★★,SOUTH_ASIA,DEXTROSE,30,PI-ING-000494,YES,DEX-PK-PRODUCT,Confectoland Glucose Powder (Dextrose) – Premium Sweetener 250g,Confectoland,250 g; również 1 kg i 25 kg,,,,,,WYMAGA_ETYKIETY,confectoland.com,DIRECT_SITE_UNCLASSIFIED,"https://www.confectoland.com/products/glucose-powder-dextrose-baking-pakistan
https://www.confectoland.com/products/glucose-powder-dextrose-baking-pakistan.js"
PK,★★★★,SOUTH_ASIA,TARA,3,PI-ING-000492,YES,TARA-PK-PRODUCT,Tara Gum [E417] 100% USP Food Grade Powder,Eisen-Golden Laboratories,1 oz bottle — indexed title; URL slug incorrectly says1lb in two bottles,,,,,,WYMAGA_DOSTAWY,ubuy.com.pk,DIRECT_SITE_UNCLASSIFIED,"https://www.ubuy.com.pk/en/product/5BVJX2NL2-tara-gum-e417-100-usp-food-grade-powder-1-lb-in-two-bottles-usa
https://www.u-buy.co.uk/product/5BVJX2NL2-tara-gum-e417-100-usp-food-grade-powder-1-lb-in-two-bottles-usa"
PA,★★★★,LATAM_NORTH_ANDEAN,MILK,672,PI-ING-000236,YES,MILK-GTIN-0088209013366,Estrella Azul D'Oro Leche Entera 946ml,Estrella Azul,946 ml karton UHT,0088209013366,TEXT,OK,NO,US/CA,KANDYDAT_PR,super99.com,DIRECT_SITE_UNCLASSIFIED,"https://www.super99.com/20046072-estrella-azul-d-oro-leche-entera-946ml
https://www.super99.com/media/wysiwyg/20046072_6.png"
PA,★★★★,LATAM_NORTH_ANDEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5701215046375,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,TEXT,OK,NO,DK,KANDYDAT_PR,super99.com,DIRECT_SITE_UNCLASSIFIED,"https://www.super99.com/20145110-emborg-crema-batir-200ml
https://www.emborg.com/product/whipping-cream/"
PA,★★★★,LATAM_NORTH_ANDEAN,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods,12 oz / 340 g,733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,nowfoods.com,DIRECT_SITE_UNCLASSIFIED,"https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://pa.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134"
PA,★★★★,LATAM_NORTH_ANDEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
PA,★★★★,LATAM_NORTH_ANDEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-PA-PRODUCT,DEXTROSA MONOHIDRATADA BOLSA 1 Kg,Del Caribe (dystrybutor),"1 kg, bolsa (worek)",,,,,,WYMAGA_ETYKIETY,delcaribeshop.com,DIRECT_SITE_UNCLASSIFIED,"https://delcaribeshop.com/pa/producto/dextrosa-monohidratada-bolsa-1-kg/
https://delcaribeshop.com/pa/politica-privacidad/
https://delcaribeshop.com/pa/categoria/alimentos/bebidas/"
PA,★★★★,LATAM_NORTH_ANDEAN,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Tara Gum — Home 50g,Modernist Pantry,50 g (Home pack),819543011967,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_DOSTAWY,modernistpantry.com,DIRECT_SITE_UNCLASSIFIED,"https://modernistpantry.com/products/tara-gum.html
https://modernistpantry.com/pages/international-shipping.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/1280x1280/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1
https://panama.yaxa.co/brand/modernist-pantry
https://www.ubuy.com.pa/en/brand/modernist-pantry
https://panama.yaxa.co/products/altra-para-hombre"
ZA,★★★★,SOUTH_AFRICA,MILK,672,PI-ING-000236,YES,MILK-GTIN-6001299016158,Ultra Pasteurised Full Cream Milk 2L,Clover,2 L,6001299016158,TEXT,OK,NO,ZA,KANDYDAT_PR,clover.co.za,DIRECT_SITE_UNCLASSIFIED,"https://www.clover.co.za/product/dairy/milk/ultra-pasteurised-full-cream-milk-2l/
https://groceryclub.shop/products/detail/clover-ultra-pasteurised-fresh-full-cream-milk-2l
https://www.checkers.co.za/product/clover-fresh-full-cream-milk-2l-10413121EA"
ZA,★★★★,SOUTH_AFRICA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-6001299012082,Clover Fresh Cream Ultra Pasteurised,Clover,250 ml,6001299012082,TEXT,OK,NO,ZA,KANDYDAT_PR,clover.co.za,DIRECT_SITE_UNCLASSIFIED,"https://www.clover.co.za/product/dairy/cream/clover-cream-250ml/
https://www.evergreenspta.co.za/cream/7455-clover-fresh-cream-250ml.html"
ZA,★★★★,SOUTH_AFRICA,SMP,35,PI-ING-000270,YES,SMP-ZA-SKU,Clover Skimmed Milk Powder,Clover,worek 25 kg,,,,,,WYMAGA_GTIN,clover.co.za,DIRECT_SITE_UNCLASSIFIED,https://www.clover.co.za/business/clover-skimmed-milk-powder/
ZA,★★★★,SOUTH_AFRICA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
ZA,★★★★,SOUTH_AFRICA,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-06009705443239,Dextrose Monohydrate Powder 1kg,My Whey,1 kg,6009705443239,TEXT,OK,NO,ZA,WYMAGA_ETYKIETY,my-whey.co.za,DIRECT_SITE_UNCLASSIFIED,"https://my-whey.co.za/products/dextrose-monohydrate-powder
https://my-whey.co.za/cdn/shop/files/Dextrose_Monohydrate_Powder_1kg_nutritional.jpg?v=1765133675&width=1440
https://my-whey.co.za/cdn/shop/files/COA_-_DEXTROSE_MONOHYDRATE.pdf?v=7456401352580777520
https://supplementworld.co.za/dextrose-monohydrate-powder.html"
ZA,★★★★,SOUTH_AFRICA,TARA,3,PI-ING-000492,YES,TARA-ZA-PRODUCT,UNIPEKTIN VIDOGUM SP native tara gum E417,UNIPEKTIN Ingredients AG,Gramatura niepubliczna,,,,,,WYMAGA_ETYKIETY,danlink.com,DIRECT_SITE_UNCLASSIFIED,"https://danlink.com/product/gums-stabilizers/
https://danlink.com/contact-us/
https://unipektin.ch/products/tara-gum/
https://unipektin.ch/wp-content/uploads/2022/10/VIDOGUM-SP-v4-Oct2022.pdf"
RO,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-5941355000688,"Zuzu lapte de consum integral 3,5% grăsime 1 l",Zuzu,"1 l karton, mleko pasteryzowane chłodzone",5941355000688,TEXT,OK,NO,RO,KANDYDAT_PR,albalact.ro,DIRECT_SITE_UNCLASSIFIED,"https://www.albalact.ro/produse/zuzu-lapte-integral-1l/
https://pacomarket.ro/product/lapte-zuzu-1l-3-5-grasime-2/
https://www.mega-image.ro/Lactate-si-oua/Lapte-proaspat/Lapte-proaspat-integral/Lapte-3-5-grasime-1L/p/63299
https://produse.metro.ro/shop/pv/BTY-X701278/0032/0022/ZUZU-Lapte-Consum-3-5-1-L"
RO,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-8585002501837,Meggle Frișcă lichidă UHT 30%,MEGGLE Slovakia,200 ml carton,8585002501837,TEXT,OK,NO,SK,KANDYDAT_PR,depozitcc.ro,DIRECT_SITE_UNCLASSIFIED,"https://www.depozitcc.ro/delicatese/smantana-frisca-unt/frisca/frisca-lichida-30-meggle-uht-200ml-92327.html
https://bevasarlas.tesco.hu/shop/hu-HU/products/210504341
https://coopshop.hu/termek/meggle-uht-habtejszin-30-200-ml/"
RO,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-06426309006538,"Lapte praf bio degresat, 1% grasime",Pronat,"250 g, worek zip",6426309006538,TEXT,OK,NO,FI,KANDYDAT_PR,pronat.ro,DIRECT_SITE_UNCLASSIFIED,"https://pronat.ro/products/lapte-praf-bio-degresat-1-grasime-250g-pronat
https://pronat.ro/cdn/shop/files/PRN20011-new-v.jpg?v=1784891211&width=1600
https://www.trada.ro/lapte-praf-bio-degresat-1-grasime-250g-73894.html"
RO,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
RO,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-08588006139983,"Dextroză - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,TEXT,OK,NO,SK,KANDYDAT_PR,gymbeam.ro,DIRECT_SITE_UNCLASSIFIED,https://gymbeam.ro/dextroza-1000-g-gymbeam.html
RO,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://www.emag.ro/guma-tara-pudra-700g-sosa-58050058/pd/DZ5CW2MBM/
https://www.ft-shop.ro/guma-tara-700-g-sosa.html
https://panierdeschefs.eu/en/index.php?controller=attachment&id_attachment=338
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
SG,★★★★,ASEAN,MILK,672,PI-ING-000236,YES,MILK-GTIN-8888030300749,FairPrice UHT Kids Full Cream Packet Milk — Fresh Milk,FairPrice,200 ml carton; retail multipack 6 x 200 ml,8888030300749,TEXT,OK,NO,SG,KANDYDAT_PR,fairprice.com.sg,DIRECT_SITE_UNCLASSIFIED,"https://www.fairprice.com.sg/product/fairprice-uht-kids-full-cream-packet-milk-fresh-milk-6-x-200ml-13165083
https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13165083_RXL1_20231002.jpg
https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13165083_LXL1_20231002.jpg"
SG,★★★★,ASEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3412290032215,Paysan Breton UHT Cooking & Whipping Cream 30%,Paysan Breton,200 ml (20 cl),3412290032215,TEXT,OK,NO,FR,KANDYDAT_PR,casinetto.com,DIRECT_SITE_UNCLASSIFIED,"https://casinetto.com/products/cooking-and-whipping-cream-30/
https://cdn.shopify.com/s/files/1/1575/0603/files/afff2bdbe0c3a9dc388d388e7964416ea6e037cc_PAYC002_2.jpg?v=1786035968&width=1600
https://www.benmart.com.sg/product/paysan-breton-whipping-cream-200ml/
https://redmart.lazada.sg/paysan-breton-164150/?m=redmart
https://shopee.sg/-BenMart-Chill-Paysan-Breton-Whipping-Cream-30-Fat-200ml-Halal-France-i.481487065.22084537297
https://www.tops.co.th/en/paysan-breton-uht-whipping-and-cooking-cream-fat-30percent-200ml-3412290032215"
SG,★★★★,ASEAN,SMP,35,PI-ING-000270,YES,SMP-GTIN-08888030307090,FairPrice Adult Milk Powder - Skim,FairPrice,600 g,8888030307090,TEXT,OK,NO,SG,KANDYDAT_PR,fairprice.com.sg,DIRECT_SITE_UNCLASSIFIED,"https://www.fairprice.com.sg/product/fairprice-instant-skim-milk-powder-600g-13097040
https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13097040_BXL1_20220308.jpg"
SG,★★★★,ASEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
SG,★★★★,ASEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-SG-PRODUCT,[Bakelab] Dextrose 5kg,Bakelab,5 kg,,,,,,WYMAGA_ETYKIETY,shop.bakelab.com.sg,DIRECT_SITE_UNCLASSIFIED,"https://shop.bakelab.com.sg/dextrose.html
https://shop.redmanshop.com/products/000000000000066038"
SG,★★★★,ASEAN,TARA,3,PI-ING-000492,YES,TARA-SG-PRODUCT,Tara Gum (塔拉胶) - 50g,,50 g,,,,,,WYMAGA_ETYKIETY,better4u.sg,DIRECT_SITE_UNCLASSIFIED,"https://better4u.sg/edible-food-tech/244-tara-gum-50g.html
https://better4u.sg/content/6-promos-faq
https://better4u.sg/"
SK,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-8585002510037,"Rajo Mlieko plnotučné UHT 3,5% 1 l",Rajo,1 l karton UHT z zamknięciem,8585002510037,TEXT,OK,NO,SK,KANDYDAT_PR,potravinydomov.itesco.sk,DIRECT_SITE_UNCLASSIFIED,"https://potravinydomov.itesco.sk/shop/sk-SK/products/206593874
https://www.office4u.sk/mlieka-a-smotany/19321-trvanlive-mlieko-rajo-plnotucne-35-1--8585002510037.html
https://www.reflexke.sk/produktDetail.cfm?id=PT421008
https://www.factoryuse.com/sk/trvanlive-mlieko-rajo-plnotucne-3-5--1/"
SK,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-8585002520036,Rajo Smotana na šľahanie UHT 30%,Rajo / MEGGLE Slovakia,250 ml carton,8585002520036,TEXT,OK,NO,SK,KANDYDAT_PR,lcsever.ijednota.sk,DIRECT_SITE_UNCLASSIFIED,https://lcsever.ijednota.sk/produkt/smotna-slah30-250ml
SK,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-SK-SKU,Sušené mlieko odtučnené,SABI,400 g,,,,,,WYMAGA_GTIN,milkagro.sk,DIRECT_SITE_UNCLASSIFIED,"https://www.milkagro.sk/sk/produkty/susene-vyrobky/susene-mlieko/susene-mlieko-odtucnene/product/80
https://www.liana.sk/tovar-5111-mlieko-susene-odtucnene-sabi-400g
https://eshop.libex.sk/?content=SHOP&nparams=typ_t%3B2505
https://www.facebook.com/milkagrovranov/posts/-su%C5%A1en%C3%A9-mlieko-sabi-odtu%C4%8Dnen%C3%A9-400g-len-450-eur/1445455320920919/"
SK,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
SK,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-08588006139983,"Dextróza - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,TEXT,OK,NO,SK,KANDYDAT_PR,gymbeam.sk,DIRECT_SITE_UNCLASSIFIED,https://gymbeam.sk/dextroza-gymbeam.html
SK,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-SK-PRODUCT,Guma Tara Valknut / Tara guma Valknut,Valknut,500 g,,,,,,WYMAGA_ETYKIETY,valknut.sk,DIRECT_SITE_UNCLASSIFIED,"https://www.valknut.sk/tara-guma-valknut/
https://www.valknut.sk/informacie-o-nakupe/doprava-a-platba-gls/
https://www.valknut.sk/informacie-o-nakupe/obchodne-podmienky-dvorak-company-s-r-o/"
SI,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-3838800040578,"Alpsko mleko polnomastno 3,5% 1 L",Alpsko mleko,1 L,3838800040578,TEXT,OK,NO,SI,KANDYDAT_PR,konzum.hr,DIRECT_SITE_UNCLASSIFIED,"https://www.konzum.hr/web/products/alpsko-trajno-mlijeko-3-5-m-m-1-l
https://razvoj.dukatshop.hr/mlijeko/72-alpsko-mleko-trajno-mlijeko-35-mm-1-l-3838800040578.html
https://www.tuscc.si/katalog/izdelek/alpsko-mleko-polnomastno-1l-619828
https://www.l-m.si/en/produkti/alpsko-mleko-with-35-milk-fat/
https://online.spar.si/p/alpsko-mleko-polnomastno-35-mm-1l-266388"
SI,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3838800033754,Mu Cuisine Alpska smetana za stepanje 33%,Mu Cuisine,500 ml carton,3838800033754,TEXT,OK,NO,SI,KANDYDAT_PR,mercatoronline.si,DIRECT_SITE_UNCLASSIFIED,"https://mercatoronline.si/izdelek/5068345/alpska-smetana-za-stepanje-33-m-m-mu-cuisine-500-ml
https://incomepro.si/product/smetana-alpska-mu-05l/"
SI,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-03831040010028,Posneto mleko v prahu,Pomurske mlekarne,400 g,3831040010028,TEXT,OK,NO,SI,KANDYDAT_PR,pomurske-mlekarne.si,DIRECT_SITE_UNCLASSIFIED,"https://www.pomurske-mlekarne.si/posneto-mleko-v-prahu/
https://www.tuscc.si/katalog/izdelek/mleko-v-prahu-pomurske-mlekarne-posneto-400-g-563640
https://mercatoronline.si/izdelek/5230380/posneto-mleko-v-prahu-pomurske-mlekarne-400-g"
SI,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
SI,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-08588006139983,"Dekstroza - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,TEXT,OK,NO,SK,KANDYDAT_PR,gymbeam.si,DIRECT_SITE_UNCLASSIFIED,https://gymbeam.si/dekstroza-gymbeam.html
SI,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://gourmetshop.si/zivila/teksture/gelifikanti/tara-gumi-sosa
https://panierdeschefs.eu/en/index.php?controller=attachment&id_attachment=338
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
HK,★★★★,GREATER_CHINA,MILK,672,PI-ING-000236,YES,MILK-GTIN-4036300110671,Oldenburger UHT Full Cream Milk 3.5% fat — SKU 11067,Oldenburger,1 L carton; local distributor case 12 x 1 L,4036300110671,TEXT,OK,NO,DE,KANDYDAT_PR,oldenburger-professional.com,DIRECT_SITE_UNCLASSIFIED,"https://www.oldenburger-professional.com/media/13/8d/af/1696234639/OLB%20Assortmentlist%202023_2024_combined.pdf
https://oldenburger-dairy.com/oldenburger-fullcream-milk-3.5-uht-long-life-1l/11067
https://www.anwfood.com/hk/products/%E5%A5%B6%E9%A1%9E%E7%94%A2%E5%93%81-%E9%AE%AE%E5%A5%B6%2C-%E4%B9%B3%E9%85%AA-%E5%8F%8A%E5%BF%8C%E5%BB%89/533-89271018-oldenburger-uht-full-cream-milk
https://www.hktvmall.com/hktv/en/main/A-%26-W-Food-Service/s/H8360001/Supermarket/Supermarket/Beverages/Milk-%26-Soy-Milk/Full-Case-UHT-Full-Cream-Milk-12-x-1L/p/H8360001_S_89271018"
HK,★★★★,GREATER_CHINA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5701215046375,Emborg Natural Whipping Cream,Emborg,200 ml,5701215046375,TEXT,OK,NO,DK,KANDYDAT_PR,emborg.com,DIRECT_SITE_UNCLASSIFIED,"https://www.emborg.com/product/whipping-cream/
https://www.twinsbakingsupplies.com/en/product-page/emborg%E6%B7%A1%E5%BF%8C%E5%BB%89-1
https://www.tops.co.th/en/emborg-dairy-whipping-cream-200ml-5701215046375"
HK,★★★★,GREATER_CHINA,SMP,35,PI-ING-000270,YES,SMP-GTIN-09300639999005,Devondale Instant Skim Milk Powder,Devondale,1 kg,9300639999005,TEXT,OK,NO,AU,KANDYDAT_PR,hktvmall.com,DIRECT_SITE_UNCLASSIFIED,"https://www.hktvmall.com/hktv/en/main/SIUFUNG-HEALTHY/s/S6258001/Personal-Care-%26-Health/Personal-Care-%26-Health/Health/Milk-Powder/Instant-Skim-Milk-Powder-1kg-Parallel-import/p/S6258001_S_DEV9005P
https://www.hktvmall.com/hktv/en/main/Longview/s/H7814001/Personal-Care-%26-Health/Personal-Care-%26-Health/Health/Milk-Powder/9300639999005-Instant-Skim-Milk-Powder-High-Calcium-1KG-Parallel-Import-Expiry-Date-032025/p/H7814001_S_AA28056000001
https://www.devondale.com.au/en/products/milk/skim-milk-powder
https://www.woolworths.com.au/shop/productdetails/750032/devondale-instant-skim-milk-powder-powder-uht"
HK,★★★★,GREATER_CHINA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
HK,★★★★,GREATER_CHINA,DEXTROSE,30,PI-ING-000494,YES,DEX-HK-PRODUCT,Dextrose powder (Dextrose Monohydrate) 20kg,BakingWarehouse (producent nieujawniony),20 kg,,,,,,WYMAGA_ETYKIETY,bakingwarehouse.com,DIRECT_SITE_UNCLASSIFIED,"https://bakingwarehouse.com/products/dextrose-powder-dextrose-monohydrate-20kg
https://www.hktvmall.com/hktv/en/main/Ching-Long/s/H9564001/Supermarket/Supermarket/Beverages/Energy-Drinks/Dextrosol-%EF%BC%A4Glucose-Powder-400g-4046802222666/p/H9564001_S_DE02DG400"
