market_iso2,country,priority,region,functional_slot,working_excel_grams,final_grams,pi_ing,pi_name_final,product_mode,stabilizer_type,consumer_term_local,v7_proposal_key,pr_final_id,brand,product_name,pack,ean_gtin,url_product,page_market,market_by,evidence_method,evidence_utc,evidence_class,selection_authority,eligible_for_customer_pdf,blocking_reason,next_step,identifier_confirmed,market_binding_confirmed,market_binding_signal,local_availability_confirmed
QA,Qatar,★★★★,GCC,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-03043931691418,,Régilait,Régilait Instant Skimmed Milk Powder 0% Fat,puszka 300 g,3043931691418,https://thegrocer.com.qa/product/regilait-instant-skimmed-milk-powder-non-fat-300g/,QA,CCTLD,RAW_HTML,2026-09-10T13:38:37Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
QA,Qatar,★★★★,GCC,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: en: granulated sugar (+sucrose/white sugar) | ar: سكروز,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
QA,Qatar,★★★★,GCC,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-QA-PRODUCT,,Louis François,Dextrose Monohydrate 1kg,1 kg; case 12,,https://www.chefmiddleeast.com/products/18224/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
QA,Qatar,★★★★,GCC,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-MP-1508-50,,Modernist Pantry,Modernist Pantry Pure Tara Gum Powder,50 g,819543011967,https://modernistpantry.com/products/tara-gum.html,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
RO,Romania,★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-5941355000688,,Zuzu,"Zuzu lapte de consum integral 3,5% grăsime 1 l","1 l karton, mleko pasteryzowane chłodzone",5941355000688,https://pacomarket.ro/product/lapte-zuzu-1l-3-5-grasime-2/,RO,CCTLD,RAW_HTML,2026-09-10T13:38:14Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
RO,Romania,★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-8585002501837,,MEGGLE Slovakia,Meggle Frișcă lichidă UHT 30%,200 ml carton,8585002501837,https://www.depozitcc.ro/delicatese/smantana-frisca-unt/frisca/frisca-lichida-30-meggle-uht-200ml-92327.html,RO,CCTLD,RAW_HTML,2026-09-10T13:39:14Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
RO,Romania,★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-06426309006538,,Pronat,"Lapte praf bio degresat, 1% grasime","250 g, worek zip",6426309006538,https://pronat.ro/products/lapte-praf-bio-degresat-1-grasime-250g-pronat,RO,CCTLD,RAW_HTML,2026-09-10T13:38:19Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
RO,Romania,★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,ro:Zahăr alb,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://www.freshful.ro/p/100150311-soland-zahar-alb-1kg,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
RO,Romania,★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-GTIN-08588006139983,,GymBeam,"Dextroză - GymBeam, bez dodatków smakowych",1000 g,8588006139983,https://gymbeam.ro/dextroza-1000-g-gymbeam.html,RO,CCTLD,RAW_HTML,2026-09-10T13:37:39Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
RO,Romania,★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-08055728540170,,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
SA,Saudi Arabia,★★★★,GCC,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-6281007040235,,Almarai,Almarai Fresh Milk Full Fat 1 L,1 L,6281007040235,https://mohideensupermarket.com/product/almarai-milk-full-fat-3-1-ltr/,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
SA,Saudi Arabia,★★★★,GCC,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3412290032215,,Paysan Breton,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,20 cl,3412290032215,https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/697134c3-73cd-408b-8a68-2100017edff8_size1920_cropCenter.jpg,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
SA,Saudi Arabia,★★★★,GCC,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-03043931692415,,Régilait,Régilait Instant Skimmed Milk Powder 0% Fat,puszka 700 g,3043931692415,https://www.amazon.ae/REGILAIT-NON-SKIMD-MILK-700G/dp/B07NF7B1H6,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_FOREIGN_MARKET_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,OTHER_MARKET:AE,False
SA,Saudi Arabia,★★★★,GCC,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: en: granulated sugar (+sucrose/white sugar) | ar: سكروز,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
SA,Saudi Arabia,★★★★,GCC,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-SA-PRODUCT,,Unspecified manufacturer,DEXTROSE MONOHYDRATE 25kg,25 kg,,https://bsaten-althuaq.com/en/products/dextrose-monohydrate-25kg-%D8%AF%D9%83%D8%B3%D8%AA%D8%B1%D9%88%D8%B2,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,CURRENCY_ONLY,False
SA,Saudi Arabia,★★★★,GCC,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-00711221973058,,Cape Crystal Brands,Cape Crystal Brands Tara Gum Powder,2 oz (56.7 g),711221973058,https://www.capecrystalbrands.com/products/tara-gum,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
SE,Sweden,★★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-5709310050303,,Arla,"Arla Sødmælk / Mjölk 3,5% UHT 1 L",1 L carton with screw cap,5709310050303,https://www.chefsculinar.se/sv-se/mat-and-dryck/mejeri-and-gg/mj-lk/mj-lk-3-5-uht-1l-34231043,SE,CCTLD,RAW_HTML,2026-09-10T13:39:03Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SE,Sweden,★★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-7311043021192,,DairyFood,DairyFood Grädde Lång Hållbarhet 30% 2.5 dl,250 ml,7311043021192,https://www.delitea.se/dairy-food-gradde-lang-hallbarhet-30-25dl,SE,CCTLD,RAW_HTML,2026-09-10T13:39:13Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SE,Sweden,★★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-07310100318985,,Semper,"Semper Mjölkpulver till bak, mat och dryck 480 g",480 g,7310100318985,https://www.martinservera.se/produkter/633057/torrmjolk-fettfri-480g,SE,CCTLD,RAW_HTML,2026-09-10T13:39:46Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SE,Sweden,★★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,sv:Strösocker,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://handla.ica.se/produkt/1286601,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
SE,Sweden,★★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-GTIN-05709286720064,,Urtegaarden,Urtegaarden Druvsocker 500 g,500 g,5709286720064,https://www.med24.se/matvaror/socker-sirap-honung/druvsocker/urtegaarden-druvsocker-500-g,SE,CCTLD,RAW_HTML,2026-09-10T13:39:49Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SE,Sweden,★★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-08055728540170,,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
SG,Singapore,★★★★,ASEAN,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-8888030300749,,FairPrice,FairPrice UHT Kids Full Cream Packet Milk — Fresh Milk,200 ml carton; retail multipack 6 x 200 ml,8888030300749,https://www.fairprice.com.sg/product/fairprice-uht-kids-full-cream-packet-milk-fresh-milk-6-x-200ml-13165083,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,MARKET_PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
SG,Singapore,★★★★,ASEAN,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3412290032215,,Paysan Breton,Paysan Breton UHT Cooking & Whipping Cream 30%,200 ml (20 cl),3412290032215,https://redmart.lazada.sg/paysan-breton-164150/?m=redmart,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,MARKET_PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
SG,Singapore,★★★★,ASEAN,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-08888030307090,,FairPrice,FairPrice Adult Milk Powder - Skim,600 g,8888030307090,https://www.fairprice.com.sg/product/fairprice-instant-skim-milk-powder-600g-13097040,SG,CCTLD,RAW_HTML,2026-09-10T13:39:19Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SG,Singapore,★★★★,ASEAN,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,SA10: en: granulated sugar (+sucrose/white sugar) | zh-Hans: 蔗糖 | ta: சுக்ரோஸ் | ms: sukrosa,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_EVIDENCE_OR_OWNER_DECISION,False,False,NONE,False
SG,Singapore,★★★★,ASEAN,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-SG-PRODUCT,,Bakelab,[Bakelab] Dextrose 5kg,5 kg,,https://shop.bakelab.com.sg/dextrose.html,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
SG,Singapore,★★★★,ASEAN,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-SG-PRODUCT,,,Tara Gum (塔拉胶) - 50g,50 g,,https://better4u.sg/edible-food-tech/244-tara-gum-50g.html,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
SI,Slovenia,★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-3838800040578,,Alpsko mleko,"Alpsko mleko polnomastno 3,5% 1 L",1 L,3838800040578,https://online.spar.si/p/alpsko-mleko-polnomastno-35-mm-1l-266388,SI,CCTLD,RAW_HTML,2026-09-10T13:38:13Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SI,Slovenia,★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3838800033754,,Mu Cuisine,Mu Cuisine Alpska smetana za stepanje 33%,500 ml carton,3838800033754,https://mercatoronline.si/izdelek/5068345/alpska-smetana-za-stepanje-33-m-m-mu-cuisine-500-ml,SI,CCTLD,RAW_HTML,2026-09-10T13:38:00Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SI,Slovenia,★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-GTIN-03831040010028,,Pomurske mlekarne,Posneto mleko v prahu,400 g,3831040010028,https://www.pomurske-mlekarne.si/posneto-mleko-v-prahu/,SI,CCTLD,RAW_HTML,2026-09-10T13:39:59Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SI,Slovenia,★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,sl:Beli kristalni sladkor,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://www.zrno.si/beli-kristalni-sladkor-1-kg-133637,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
SI,Slovenia,★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-GTIN-08588006139983,,GymBeam,"Dekstroza - GymBeam, bez dodatków smakowych",1000 g,8588006139983,https://gymbeam.si/dekstroza-gymbeam.html,SI,CCTLD,RAW_HTML,2026-09-10T13:37:40Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SI,Slovenia,★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-GTIN-08055728540170,,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,EAN_ON_GENERIC_TLD_PAGE,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",True,False,NONE,False
SK,Slovakia,★★★★,EU27,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-8585002510037,,Rajo,"Rajo Mlieko plnotučné UHT 3,5% 1 l",1 l karton UHT z zamknięciem,8585002510037,https://www.office4u.sk/mlieka-a-smotany/19321-trvanlive-mlieko-rajo-plnotucne-35-1--8585002510037.html,SK,CCTLD,RAW_HTML,2026-09-10T13:39:56Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SK,Slovakia,★★★★,EU27,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-8585002520036,,Rajo / MEGGLE Slovakia,Rajo Smotana na šľahanie UHT 30%,250 ml carton,8585002520036,https://lcsever.ijednota.sk/produkt/smotna-slah30-250ml,SK,CCTLD,RAW_HTML,2026-09-10T13:37:49Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SK,Slovakia,★★★★,EU27,SMP,35,AFTER_ENGINE_10_10 (D-27),PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,EXACT_PR,,,SMP-SK-SKU,,SABI,Sušené mlieko odtučnené,400 g,,https://www.milkagro.sk/sk/produkty/susene-vyrobky/susene-mlieko/susene-mlieko-odtucnene/product/80,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
SK,Slovakia,★★★★,EU27,SUCROSE,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,GLOBAL_PI_GENERIC,,sk:Cukor kryštálový biely,GENERIC-SUCROSE,,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,https://eshop.damito.sk/cukor-krystalovy-biely-1-kg,,,,,N/A_GENERIC,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_LOCAL_TERM_EVIDENCE,TERM_APPROVED (D-32),False,False,NONE,False
SK,Slovakia,★★★★,EU27,DEXTROSE,30,AFTER_ENGINE_10_10 (D-27),PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,EXACT_PR,,,DEX-GTIN-08588006139983,,GymBeam,"Dextróza - GymBeam, bez dodatków smakowych",1000 g,8588006139983,https://gymbeam.sk/dextroza-gymbeam.html,SK,CCTLD,RAW_HTML,2026-09-10T13:37:40Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
SK,Slovakia,★★★★,EU27,STABILIZER,3,AFTER_ENGINE_10_10 (D-27),PI-ING-000492,TARA GUM · Stabilizer,EXACT_PR,TARA (as listed in v7),,TARA-SK-PRODUCT,,Valknut,Guma Tara Valknut / Tara guma Valknut,500 g,,https://www.valknut.sk/tara-guma-valknut/,,,,,BRAK,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,NO_EAN_IN_V7,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,True,CCTLD,False
TH,Thailand,★★★★,ASEAN,MILK,672,AFTER_ENGINE_10_10 (D-27),PI-ING-000236,MILK · 3.5% FAT · Chilled,EXACT_PR,,,MILK-GTIN-8850329120116,,Meiji,Meiji Pasteurized Fresh Milk,200 ml bottle,8850329120116,https://www.tops.co.th/th/meiji-pasteurized-milk-plain-200cc-8850329120116,TH,CCTLD,BROWSER_DOM,2026-09-10T14:05Z,CONFIRMED,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),ONLY_IF_OWNER_EXCEL_KEEPS_THIS_PRODUCT,,OWNER_EXCEL_RECONCILIATION → LABEL FACTS → ENGINE 10/10,True,True,CCTLD,True
TH,Thailand,★★★★,ASEAN,CREAM,130,AFTER_ENGINE_10_10 (D-27),PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,EXACT_PR,,,CREAM-GTIN-3412290032215,,Paysan Breton,Paysan Breton UHT Cooking & Whipping Cream 30%,200 ml (20 cl),3412290032215,https://cdn.shopify.com/s/files/1/1575/0603/files/afff2bdbe0c3a9dc388d388e7964416ea6e037cc_PAYC002_2.jpg?v=1786035968&width=1600,,,,,LEAD,WORKING EXCEL v7 (incomplete) — awaiting Owner complete Excel (D-22),NO,PAGE_WITHOUT_EAN,"AWAIT_OWNER_EXCEL (no SHOP gap-filling, D-23)",False,False,NONE,False
